Education Level,Exercise Frequency,Gender_Male,Smoking Status_Yes,Location_Suburban,Location_Urban,Policy Type_Comprehensive,Policy Type_Premium,Customer Feedback_Good,Customer Feedback_Poor,Property Type_Condo,Property Type_House,Age,Health Score,Annual Income,Number of Dependents,Credit Score,Active Policy days,Previous Claims,Insurance Duration,Premium Amount
1.3462491382917552,-0.4493843893565255,0.995261227854059,0.9853571942179611,1.386304713862936,-0.7101583866897468,1.397930523628471,-0.7143450445976189,-0.6651925040437467,-0.6679308332270758,-0.7161419580535134,1.4160717508679816,-1.5254224426824927,-0.06854940736001781,-1.0080926595915272,-0.8100775428137269,-0.4066694013623375,-0.5030295671323725,-0.739532712283284,-0.03189750733972492,29.0
-0.44889930846781495,1.3272773921370271,0.995261227854059,-1.0148604037885574,-0.72134213351515,1.4081365773363437,1.397930523628471,-0.7143450445976189,1.5033242165552643,-0.6679308332270758,1.3963711925468212,-0.7061789061091358,0.569038990675431,0.6565743431682249,-0.2848740400345805,-0.08485145255971893,0.6542958991347609,-1.6030907501442333,-0.739532712283284,-1.1900520854840464,1408.0
0.4486749149119701,-1.3377152801033019,0.995261227854059,-1.0148604037885574,-0.72134213351515,1.4081365773363437,-0.7153431326503967,1.3998837222469804,1.5033242165552643,-0.6679308332270758,-0.7161419580535134,-0.7061789061091358,1.1674565430634092,0.19167572934929492,-1.00451485527676,0.640374637694289,-0.8250175076559089,-0.9208228387292116,-0.739532712283284,-0.41794903338783207,321.0
-1.3464735318476,-1.3377152801033019,-1.0047613350277476,0.9853571942179611,-0.72134213351515,-0.7101583866897468,-0.7153431326503967,-0.7143450445976189,-0.6651925040437467,-0.6679308332270758,1.3963711925468212,-0.7061789061091358,1.3918631252089009,0.3594533218463065,0.0,-1.5353036330677348,0.9432579931725885,0.8519238412115049,-0.739532712283284,-1.1900520854840464,358.0
0.4486749149119701,-0.4493843893565255,-1.0047613350277476,0.9853571942179611,1.386304713862936,-0.7101583866897468,1.397930523628471,-0.7143450445976189,-0.6651925040437467,-0.6679308332270758,-0.7161419580535134,-0.7061789061091358,-1.301015860537001,0.6237175619337538,-0.4746545899591099,-1.5353036330677348,0.8224977150672278,-0.35162741825094906,0.33595568951025745,1.5123085968527037,642.0
1.3462491382917552,-1.3377152801033019,-1.0047613350277476,0.9853571942179611,-0.72134213351515,-0.7101583866897468,-0.7153431326503967,-0.7143450445976189,1.5033242165552643,-0.6679308332270758,-0.7161419580535134,-0.7061789061091358,1.3918631252089009,-0.7623285967931165,-0.8055387205783118,-0.08485145255971893,0.5637256905557403,0.23673283119964544,0.33595568951025745,-0.41794903338783207,274.0
-1.3464735318476,0.43894650139025077,-1.0047613350277476,-1.0148604037885574,-0.72134213351515,1.4081365773363437,-0.7153431326503967,-0.7143450445976189,-0.6651925040437467,-0.6679308332270758,-0.7161419580535134,1.4160717508679816,0.7934455728209228,-0.06854940736001781,0.7186686860092021,-0.08485145255971893,-2.2655151107698557,-0.5662735027410682,-0.739532712283284,-0.03189750733972492,3188.0
-1.3464735318476,-0.4493843893565255,-1.0047613350277476,-1.0148604037885574,1.386304713862936,-0.7101583866897468,-0.7153431326503967,1.3998837222469804,-0.6651925040437467,1.497161008675925,-0.7161419580535134,1.4160717508679816,0.19502802043294457,-1.8032078450649252,-0.820477622804883,1.3656007279482971,0.5637256905557403,-0.35162741825094906,1.4114440913037987,-0.03189750733972492,876.0
-0.44889930846781495,0.43894650139025077,0.995261227854059,-1.0148604037885574,1.386304713862936,-0.7101583866897468,-0.7153431326503967,-0.7143450445976189,-0.6651925040437467,1.497161008675925,-0.7161419580535134,-0.7061789061091358,-1.6750268307794873,-0.40978265034649347,0.35065698956219826,-0.8100775428137269,1.1330241444810127,-0.5988537119940328,-0.739532712283284,1.5123085968527037,281.0
0.4486749149119701,-0.4493843893565255,0.995261227854059,0.9853571942179611,1.386304713862936,-0.7101583866897468,1.397930523628471,-0.7143450445976189,1.5033242165552643,-0.6679308332270758,1.3963711925468212,-0.7061789061091358,-1.6750268307794873,1.5484997631360644,3.392073115349568,1.3656007279482971,-0.2988477244825511,-0.46086694339324186,-0.739532712283284,-0.03189750733972492,362.0
